NPI,SERVICE_AREA_STATE,ISSUERID,SERVICEAREAID,SERVICE_AREA_ZIP
1487470456,MI,58594,MIS001,49444
1528399714,MI,58594,MIS001,49444
1114099983,MI,29698,MIS005,49017
1376571000,MI,29698,MIS007,49203
1972594141,TX,66252,TXS002,78666
1245618065,TX,66252,TXS002,78666
1396314225,TX,66252,TXS002,78666
1598876583,TX,66252,TXS002,78666
1851756589,TX,66252,TXS002,78666
1962484733,TX,66252,TXS002,78666
1588639447,TX,66252,TXS002,78666
1689677239,TX,66252,TXS002,78666
1972594141,TX,66252,TXS001,78666
1245618065,TX,66252,TXS001,78666
1396314225,TX,66252,TXS001,78666
1598876583,TX,66252,TXS001,78666
1851756589,TX,66252,TXS001,78666
1962484733,TX,66252,TXS001,78666
1588639447,TX,66252,TXS001,78666
1689677239,TX,66252,TXS001,78666
1780626689,MI,29698,MIS007,49203
1376076489,TX,66252,TXS002,78666
1902075922,TX,66252,TXS002,78666
1023129517,MI,58594,MIS001,49442
1083156723,MI,58594,MIS001,49442
1194298794,MI,58594,MIS001,49442
1508295973,MI,58594,MIS001,49442
1659583888,MI,58594,MIS001,49442
1740799451,MI,58594,MIS001,49442
1790778397,MI,58594,MIS001,49442
1962405357,MI,58594,MIS001,49442
1194136556,MI,58594,MIS001,49442
1033319181,MI,58594,MIS001,49442
1164862033,MI,58594,MIS001,49442
1174741409,MI,58594,MIS001,49442
1225474174,MI,58594,MIS001,49442
1396964169,MI,58594,MIS001,49442
1912261694,MI,58594,MIS001,49442
1922219666,MI,58594,MIS001,49442
1376104596,MI,58594,MIS001,49442
1437635984,MI,58594,MIS001,49442
1497313803,MI,58594,MIS001,49442
1649583063,MI,58594,MIS001,49442
1750648945,MI,58594,MIS001,49442
1881078137,MI,58594,MIS001,49442
1003078429,MI,58594,MIS001,49442
1184006611,MI,58594,MIS001,49442
1285081067,MI,58594,MIS001,49442
1467666040,MI,58594,MIS001,49442
1891106001,MI,58594,MIS001,49442
1891131959,MI,58594,MIS001,49442
1558855544,MI,58594,MIS001,49442
1740643196,MI,58594,MIS001,49442
1073953881,MI,58594,MIS001,49442
1326494907,MI,58594,MIS001,49442
1518931245,MI,58594,MIS001,49442
1750325437,MI,58594,MIS001,49442
1861807315,MI,58594,MIS001,49442
1093147241,MI,58594,MIS001,49442
1184911596,MI,58594,MIS001,49442
1659719060,MI,58594,MIS001,49442
1780169367,MI,58594,MIS001,49442
1952520736,MI,58594,MIS001,49442
1235197088,MI,58594,MIS001,49444
1255394482,MI,58594,MIS001,49444
1275884454,MI,58594,MIS001,49444
1366998007,MI,58594,MIS001,49444
1376833509,MI,58594,MIS001,49444
1396474185,MI,58594,MIS001,49444
1548799869,MI,58594,MIS001,49444
1376076489,TX,66252,TXS001,78666
1902075922,TX,66252,TXS001,78666
1104515758,MI,58594,MIS001,49445
1184369290,MI,58594,MIS001,49445
1235692526,MI,58594,MIS001,49445
1366256224,MI,58594,MIS001,49445
1528864014,MI,58594,MIS001,49445
1609639715,MI,58594,MIS001,49445
1669280384,MI,58594,MIS001,49445
1801600218,MI,58594,MIS001,49445
1851361802,MI,58594,MIS001,49445
1902690365,MI,58594,MIS001,49445
1942010350,MI,58594,MIS001,49445
1407748585,MI,58594,MIS001,49445
1457557647,MI,58594,MIS001,49445
1487470456,MI,58594,MIS001,49445
1528399714,MI,58594,MIS001,49445
1922661313,MI,58594,MIS001,49445
1316772940,MI,58594,MIS001,49442
1326817313,MI,58594,MIS001,49442
1669098810,MI,58594,MIS001,49442
1003128471,MI,58594,MIS001,49442
1134501562,MI,58594,MIS001,49442
1912911108,MI,58594,MIS001,49442
1023528676,MI,58594,MIS001,49442
1073089991,MI,58594,MIS001,48371
1285808535,MI,58594,MIS001,48371
1760660419,MI,58594,MIS001,48371
1801325089,MI,58594,MIS001,48371
1538993217,MI,58594,MIS001,48371
1376861112,MI,58594,MIS001,48455
1417348970,MI,58594,MIS001,48455
1437170529,MI,58594,MIS001,48455
1497798326,MI,58594,MIS001,48455
1932486875,MI,29698,MIS005,49015
1124607007,MI,58594,MIS001,49441
1144819848,MI,58594,MIS001,49441
1295256063,MI,58594,MIS001,49441
1326595257,MI,58594,MIS001,49441
1396711560,MI,58594,MIS001,49441
1487069233,MI,58594,MIS001,49441
1548236888,MI,58594,MIS001,49441
1710957790,MI,58594,MIS001,49441
1861868580,MI,58594,MIS001,49441
1922445022,MI,58594,MIS001,49441
1932186624,MI,58594,MIS001,49441
1952857872,MI,58594,MIS001,49441
1972361459,MI,58594,MIS001,49441
1174924948,MI,58594,MIS001,49441
1285013482,MI,58594,MIS001,49441
1386098804,MI,58594,MIS001,49441
1609853399,MI,58594,MIS001,49441
1689151680,MI,58594,MIS001,49441
1174599344,MI,58594,MIS001,49441
1255892766,MI,58594,MIS001,49441
1528048212,MI,58594,MIS001,49441
1538511621,MI,58594,MIS001,49441
1609443803,MI,58594,MIS001,49441
1679245401,MI,58594,MIS001,49441
1790460897,MI,58594,MIS001,49441
1992209522,MI,58594,MIS001,49441
1740284330,MI,58594,MIS001,49441
1114334448,MI,58594,MIS001,48455
1457986036,MI,58594,MIS001,49451
1871048934,MI,58594,MIS001,49451
1366256224,MI,58594,MIS001,49441
1669280384,MI,58594,MIS001,49441
1801600218,MI,58594,MIS001,49441
1902690365,MI,58594,MIS001,49441
1942010350,MI,58594,MIS001,49441
1689318594,MI,58594,MIS001,49441
1770937989,MI,58594,MIS001,49441
1851617708,MI,58594,MIS001,49441
1730706516,MI,58594,MIS001,49441
1730141532,TX,66252,TXS002,78666
1730141532,TX,66252,TXS001,78666
1578097499,MI,58594,MIS001,49441
1013984566,MI,29698,MIS007,49201
1659685741,MI,29698,MIS003,49348
1093030991,MI,58594,MIS001,49441
1750837589,MI,58594,MIS001,49441
1831637115,MI,58594,MIS001,49441
1457348856,MI,58594,MIS001,48462
1366679961,MI,29698,MIS003,49348
1598792814,MI,58594,MIS001,48441
1609081363,MI,58594,MIS001,48441
1609962778,MI,58594,MIS001,48441
1821204389,MI,58594,MIS001,48441
1831203256,MI,58594,MIS001,48441
1942640636,MI,58594,MIS001,48441
1124418439,MI,58594,MIS001,49440
1497278212,MI,58594,MIS001,49440
1730837873,MI,29698,MIS005,49037
1912335076,MI,29698,MIS005,49037
1366685141,MI,29698,MIS003,49423
1124558168,MI,29698,MIS003,49423
1215129754,MI,29698,MIS003,49423
1245208883,MI,29698,MIS003,49423
1275893976,MI,29698,MIS003,49423
1306295936,MI,29698,MIS003,49423
1346248564,MI,29698,MIS003,49423
1366401325,MI,29698,MIS003,49423
1396836862,MI,29698,MIS003,49423
1467499111,MI,29698,MIS003,49423
1548780398,MI,29698,MIS003,49423
1568725190,MI,29698,MIS003,49423
1619133014,MI,29698,MIS003,49423
1619990850,MI,29698,MIS003,49423
1679587661,MI,29698,MIS003,49423
1750642831,MI,29698,MIS003,49423
1801440052,MI,29698,MIS003,49423
1922025725,MI,29698,MIS003,49423
1942862107,MI,29698,MIS003,49423
1508061722,MI,29698,MIS003,49423
1639495690,MI,29698,MIS003,49423
1710480967,MI,29698,MIS003,49423
1750157525,MI,29698,MIS003,49423
1851329007,MI,29698,MIS003,49423
1902059504,MI,29698,MIS003,49423
1013120633,MI,29698,MIS003,49423
1013563204,MI,29698,MIS003,49423
1295359545,MI,29698,MIS003,49423
1528534716,MI,29698,MIS003,49423
1578083259,MI,29698,MIS003,49423
1710927728,MI,29698,MIS003,49423
1740463702,MI,29698,MIS003,49423
1770593741,MI,29698,MIS003,49423
1083952998,MI,29698,MIS003,49423
1104159383,MI,29698,MIS003,49423
1205990520,MI,29698,MIS003,49423
1245897834,MI,29698,MIS003,49423
1265498398,MI,29698,MIS003,49423
1346226495,MI,29698,MIS003,49423
1437644655,MI,29698,MIS003,49423
1609281401,MI,29698,MIS003,49423
1730173436,MI,29698,MIS003,49423
1902065287,MI,29698,MIS003,49423
1508249129,MI,29698,MIS003,49423
1588158786,MI,29698,MIS003,49423
1649765959,MI,29698,MIS003,49423
1336350990,MI,29698,MIS003,49423
1154824845,MI,58594,MIS001,48371
1003318924,MI,29698,MIS003,49423
1053703769,MI,29698,MIS003,49423
1245907203,MI,29698,MIS003,49423
1285525071,MI,29698,MIS003,49423
1356084453,MI,29698,MIS003,49423
1396610820,MI,29698,MIS003,49423
1457608747,MI,29698,MIS003,49423
1467036764,MI,29698,MIS003,49423
1558985127,MI,29698,MIS003,49423
1588015861,MI,29698,MIS003,49423
1619549276,MI,29698,MIS003,49423
1639426364,MI,29698,MIS003,49423
1679214233,MI,29698,MIS003,49423
1700573854,MI,29698,MIS003,49423
1710265103,MI,29698,MIS003,49423
1770225179,MI,29698,MIS003,49423
1801591672,MI,29698,MIS003,49423
1841813862,MI,29698,MIS003,49423
1891067013,MI,29698,MIS003,49423
1891178778,MI,29698,MIS003,49423
1962146647,MI,29698,MIS003,49423
1033642095,MI,29698,MIS003,49423
1205377504,MI,29698,MIS003,49423
1225696404,MI,29698,MIS003,49423
1174905632,MI,58594,MIS001,48371
1184826083,MI,58594,MIS001,48371
1528258761,MI,58594,MIS001,48371
1629595186,MI,58594,MIS001,48371
1750818308,MI,58594,MIS001,48371
1770115511,MI,58594,MIS001,48371
1144201872,MI,58594,MIS001,49456
1194975532,MI,58594,MIS001,49456
1023752508,MI,58594,MIS001,48371
1336883040,MI,58594,MIS001,48371
1891172987,MI,58594,MIS001,48371
1083670087,MI,29698,MIS007,49202
1720242175,MI,29698,MIS003,49423
1730239492,MI,58594,MIS001,48472
1073996112,MI,58594,MIS001,49440
1003276916,MI,58594,MIS001,49412
1023478401,MI,58594,MIS001,49412
1043602576,MI,58594,MIS001,49412
1053641332,MI,58594,MIS001,49412
1386023083,MI,58594,MIS001,49412
1538743778,MI,58594,MIS001,49412
1568194884,MI,58594,MIS001,49412
1639507577,MI,58594,MIS001,49412
1760750210,MI,58594,MIS001,49412
1861010076,MI,58594,MIS001,49412
1992943757,MI,58594,MIS001,49412
1669470266,MI,58594,MIS001,48371
1427450774,MI,58594,MIS001,49251
1922472315,MI,58594,MIS001,49251
1871996918,MI,58594,MIS001,49441
1295136919,MI,29698,MIS005,49015
1003857426,MI,58594,MIS001,49441
1194284067,MI,58594,MIS001,49441
1942910112,MI,58594,MIS001,49441
1730239492,MI,58594,MIS001,48469
1003856113,MI,29698,MIS003,49423
1053383919,MI,29698,MIS003,49423
1245681873,MI,29698,MIS003,49423
1437604212,MI,29698,MIS003,49423
1689056715,MI,29698,MIS003,49423
1871758581,MI,29698,MIS003,49423
1184238347,MI,29698,MIS003,49423
1508248873,MI,29698,MIS003,49423
1740613926,MI,29698,MIS003,49423
1790790517,MI,29698,MIS003,49423
1891900965,MI,29698,MIS003,49423
1184367054,MI,29698,MIS003,49423
1306223284,MI,29698,MIS003,49423
1437733102,MI,29698,MIS003,49423
1588088553,MI,29698,MIS003,49423
1639702079,MI,29698,MIS003,49423
1689370652,MI,29698,MIS003,49423
1013117209,MI,58594,MIS001,49412
1215394580,MI,58594,MIS001,49412
1457724965,MI,58594,MIS001,49412
1528791647,MI,58594,MIS001,49412
1942589874,MI,58594,MIS001,49412
1427113778,MI,58594,MIS001,48656
1790983609,MI,29698,MIS005,49068
1346849205,MI,29698,MIS007,49201
1538830641,MI,29698,MIS007,49201
1225801301,MI,29698,MIS007,49201
1356228340,MI,29698,MIS007,49201
1508757527,MI,29698,MIS007,49201
1548226624,MI,29698,MIS007,49201
1457558041,MI,29698,MIS005,49015
1871504506,MI,29698,MIS005,49015
1225573579,MI,29698,MIS005,49068
1518028018,MI,29698,MIS005,49068
1871169573,MI,29698,MIS005,49015
1396749719,MI,58594,MIS001,48462
1881771152,MI,29698,MIS007,49230
1699173724,MI,58594,MIS001,49441
1023015104,MI,58594,MIS001,48651
1750501367,MI,58594,MIS001,48651
1093120594,MI,58594,MIS001,49441
1497102800,MI,58594,MIS001,49441
1659347094,MI,58594,MIS001,48462
1174092662,MI,29698,MIS007,49202
1184016073,MI,29698,MIS007,49202
1700456076,MI,29698,MIS007,49202
1063263440,MI,29698,MIS007,49202
1518520360,MI,29698,MIS007,49203
1497907778,MI,29698,MIS007,49203
1386735447,MI,58594,MIS001,49444
1154799070,MI,58594,MIS001,49444
1225200165,MI,58594,MIS001,49444
1245369016,MI,58594,MIS001,49444
1255909560,MI,58594,MIS001,49444
1659860872,MI,58594,MIS001,49444
1669634788,MI,58594,MIS001,49444
1689837247,MI,58594,MIS001,49444
1881199826,MI,58594,MIS001,49444
1972517183,MI,58594,MIS001,49444
1205275765,MI,58594,MIS001,49444
1225000912,MI,58594,MIS001,49444
1821436924,MI,58594,MIS001,49444
1124437611,TX,66252,TXS002,78666
1124437611,TX,66252,TXS001,78666
1700695996,MI,58594,MIS001,49444
1821525429,MI,58594,MIS001,49444
1326701426,TX,66252,TXS002,78666
1750766572,TX,66252,TXS002,78666
1326701426,TX,66252,TXS001,78666
1750766572,TX,66252,TXS001,78666
1174340152,TX,66252,TXS002,78666
1235584962,MI,29698,MIS007,49201
1336415272,MI,29698,MIS007,49201
1376603787,MI,29698,MIS007,49201
1396010922,MI,29698,MIS007,49201
1720148133,MI,29698,MIS007,49201
1740506351,MI,29698,MIS007,49201
1861401622,MI,29698,MIS007,49201
1922217793,MI,29698,MIS007,49201
1174340152,TX,66252,TXS001,78666
1639123557,MI,58594,MIS001,49456
1902880073,MI,58594,MIS001,49456
1700863370,MI,58594,MIS001,49456
1952583841,MI,58594,MIS001,49456
1043450026,MI,58594,MIS001,49456
1598208134,MI,58594,MIS001,49456
1003208364,MI,58594,MIS001,49456
1063904811,MI,58594,MIS001,49456
1093484156,MI,58594,MIS001,49456
1164595526,MI,58594,MIS001,49456
1174833750,MI,58594,MIS001,49456
1184283624,MI,58594,MIS001,49456
1194095950,MI,58594,MIS001,49456
1194323436,MI,58594,MIS001,49456
1215652979,MI,58594,MIS001,49456
1306373840,MI,58594,MIS001,49456
1396069761,MI,58594,MIS001,49456
1518589126,MI,58594,MIS001,49456
1609169556,MI,58594,MIS001,49456
1619244746,MI,58594,MIS001,49456
1639885924,MI,58594,MIS001,49456
1659065258,MI,58594,MIS001,49456
1780306456,MI,58594,MIS001,49456
1801561766,MI,58594,MIS001,49456
1871967018,MI,58594,MIS001,49456
1932703758,MI,58594,MIS001,49456
1942371745,MI,58594,MIS001,49456
1942857552,MI,58594,MIS001,49456
1295843571,MI,29698,MIS005,49068
1295776953,MI,58594,MIS001,48647
1730558578,MI,58594,MIS001,48647
1093752644,MI,58594,MIS001,48827
1710924360,MI,58594,MIS001,48827
1508196510,MI,58594,MIS001,48647
1598063299,MI,58594,MIS001,48647
1861202574,MI,58594,MIS001,48647
1346930013,MI,58594,MIS001,49412
1134625502,MI,29698,MIS007,49202
1215339668,MI,29698,MIS007,49202
1215904255,MI,29698,MIS007,49202
1285763698,MI,29698,MIS007,49202
1295342913,MI,29698,MIS007,49202
1457437469,MI,29698,MIS007,49202
1568999464,MI,29698,MIS007,49202
1659905156,MI,29698,MIS007,49202
1205499902,MI,29698,MIS007,49202
1730531146,MI,29698,MIS007,49202
1770746943,MI,29698,MIS007,49202
1952573602,MI,29698,MIS007,49202
1528447968,MI,29698,MIS007,49201
1588125520,MI,29698,MIS007,49201
1104593318,MI,29698,MIS007,49201
1356686612,MI,29698,MIS007,49201
1558959239,MI,29698,MIS007,49201
1588403463,MI,29698,MIS007,49201
1770031320,MI,29698,MIS007,49201
1831874569,MI,29698,MIS007,49201
1932953742,MI,29698,MIS007,49201
1063808731,MI,29698,MIS007,49201
1194754085,MI,29698,MIS007,49201
1275627366,MI,29698,MIS007,49201
1568090058,MI,29698,MIS007,49201
1588739221,MI,29698,MIS007,49201
1851735831,MI,29698,MIS007,49201
1851597827,MI,29698,MIS007,49201
1033839477,MI,29698,MIS007,49201
1225222946,MI,29698,MIS007,49201
1437651478,MI,29698,MIS007,49201
1710654744,MI,29698,MIS007,49201
1548367808,MI,29698,MIS007,49201
1598076739,MI,29698,MIS007,49201
1023742467,MI,29698,MIS007,49201
1043543747,MI,29698,MIS007,49201
1093277915,MI,29698,MIS007,49201
1154313336,MI,29698,MIS007,49201
1306370333,MI,29698,MIS007,49201
1326026196,MI,29698,MIS007,49201
1487073433,MI,29698,MIS007,49201
1578901526,MI,29698,MIS007,49201
1679922876,MI,29698,MIS007,49201
1740664218,MI,29698,MIS007,49201
1841785359,MI,29698,MIS007,49201
1881165835,MI,29698,MIS007,49201
1952373078,MI,29698,MIS007,49201
1073773156,MI,29698,MIS007,49201
1205814860,MI,29698,MIS007,49201
1437374931,MI,29698,MIS007,49201
1578855847,MI,29698,MIS007,49201
1982138442,MI,29698,MIS007,49201
1689744302,MI,29698,MIS007,49201
1205559655,MI,29698,MIS007,49201
1497375091,MI,29698,MIS007,49201
1841635570,MI,29698,MIS007,49201
1346082039,MI,29698,MIS007,49201
1407211428,MI,29698,MIS007,49201
1740049576,MI,29698,MIS007,49201
1407938889,MI,29698,MIS007,49202
1023682085,MI,29698,MIS007,49202
1083241228,MI,29698,MIS005,49014
1386687028,MI,29698,MIS005,49014
1285635367,MI,58594,MIS001,49444
1619978707,MI,58594,MIS001,49444
1639137086,MI,58594,MIS001,49444
1760411599,MI,58594,MIS001,49444
1891753224,MI,58594,MIS001,49444
1942620521,MI,58594,MIS001,49444
1952473928,MI,29698,MIS003,49423
1326305806,MI,29698,MIS003,49423
1154153013,MI,29698,MIS005,49014
1235834342,MI,29698,MIS005,49014
1487314597,MI,58594,MIS001,49444
1962754259,MI,58594,MIS001,49444
1487678272,MI,58594,MIS001,49444
1912972456,MI,58594,MIS001,49444
1932873262,MI,58594,MIS001,49444
1972571370,MI,58594,MIS001,49444
1023104932,MI,29698,MIS007,49202
1275909509,MI,29698,MIS007,49202
1316686850,MI,29698,MIS007,49202
1366012767,MI,29698,MIS007,49202
1558503615,MI,29698,MIS007,49202
1659735272,MI,29698,MIS007,49202
1710079330,MI,29698,MIS007,49202
1861113078,MI,29698,MIS007,49202
1891988085,MI,29698,MIS007,49202
1124458740,MI,58594,MIS001,49444
1770574634,MI,58594,MIS001,49444
1053873190,TX,66252,TXS002,78666
1265594691,TX,66252,TXS002,78666
1467840405,TX,66252,TXS002,78666
1609877299,TX,66252,TXS002,78666
1689026304,TX,66252,TXS002,78666
1851302798,TX,66252,TXS002,78666
1912355504,TX,66252,TXS002,78666
1952934382,TX,66252,TXS002,78666
1962134338,TX,66252,TXS002,78666
1104407691,MI,58594,MIS001,49442
1053873190,TX,66252,TXS001,78666
1265594691,TX,66252,TXS001,78666
1467840405,TX,66252,TXS001,78666
1609877299,TX,66252,TXS001,78666
1689026304,TX,66252,TXS001,78666
1851302798,TX,66252,TXS001,78666
1912355504,TX,66252,TXS001,78666
1952934382,TX,66252,TXS001,78666
1962134338,TX,66252,TXS001,78666
1881755650,TX,66252,TXS002,78666
1881755650,TX,66252,TXS001,78666
1568104255,TX,66252,TXS002,78666
1568104255,TX,66252,TXS001,78666
1770580045,MI,58594,MIS001,49441
1205111283,TX,66252,TXS002,78666
1639609852,TX,66252,TXS002,78666
1831544642,TX,66252,TXS002,78666
1912583253,TX,66252,TXS002,78666
1295710655,TX,66252,TXS002,78666
1083619936,MI,58594,MIS001,49451
1164784724,MI,58594,MIS001,49451
1346413309,MI,58594,MIS001,49451
1932545886,MI,58594,MIS001,49451
1073673513,MI,58594,MIS001,49456
1336428879,MI,58594,MIS001,49456
1710428974,MI,58594,MIS001,49456
1205111283,TX,66252,TXS001,78666
1639609852,TX,66252,TXS001,78666
1831544642,TX,66252,TXS001,78666
1912583253,TX,66252,TXS001,78666
1295710655,TX,66252,TXS001,78666
1093853863,MI,58594,MIS001,49456
1275751406,MI,58594,MIS001,49456
1386738953,MI,58594,MIS001,49456
1396194908,MI,58594,MIS001,49456
1538768643,MI,58594,MIS001,49456
1629473939,MI,58594,MIS001,49456
1740811165,MI,58594,MIS001,49456
1992210678,MI,58594,MIS001,49456
1083854400,MI,29698,MIS007,49201
1174656292,MI,29698,MIS007,49201
1336475177,MI,29698,MIS007,49201
1366672370,MI,29698,MIS007,49201
1386820504,MI,29698,MIS007,49201
1639556715,MI,29698,MIS007,49201
1649410564,MI,29698,MIS007,49201
1700047297,MI,29698,MIS007,49201
1700223633,MI,29698,MIS007,49201
1790083574,MI,29698,MIS007,49201
1841377595,MI,29698,MIS007,49201
1841620051,MI,29698,MIS007,49201
1982173159,MI,29698,MIS007,49201
1033173794,MI,29698,MIS005,49015
1073743118,MI,29698,MIS005,49015
1215616032,MI,29698,MIS005,49015
1295257558,MI,29698,MIS005,49015
1295917946,MI,29698,MIS005,49015
1326074378,MI,29698,MIS005,49015
1376688127,MI,29698,MIS005,49015
1396709523,MI,29698,MIS005,49015
1467017327,MI,29698,MIS005,49015
1770076168,MI,29698,MIS005,49015
1770952087,MI,29698,MIS005,49015
1801060397,MI,29698,MIS005,49015
1861507824,MI,29698,MIS005,49015
1902185358,MI,29698,MIS005,49015
1952301038,MI,29698,MIS005,49015
1548336266,MI,29698,MIS005,49015
1114029071,MI,29698,MIS007,49203
1477095594,MI,29698,MIS007,49203
1891203667,MI,29698,MIS007,49203
1467429050,MI,58594,MIS001,48651
1679070544,MI,58594,MIS001,48651
1770840233,MI,58594,MIS001,48651
1275914244,MI,58594,MIS001,48651
1295776953,MI,58594,MIS001,48651
1447631411,MI,58594,MIS001,48651
1669134706,MI,58594,MIS001,48651
