NPI,SERVICE_AREA_STATE,ISSUERID,SERVICEAREAID,SERVICE_AREA_ZIP
1205443199,OR,71287,ORS001,97401
1275048167,OR,71287,ORS001,97401
1437639846,OR,71287,ORS001,97401
1467872051,OR,71287,ORS001,97401
1508567967,OR,71287,ORS001,97401
1558692715,OR,71287,ORS001,97401
1700907904,OR,71287,ORS001,97401
1720479520,OR,71287,ORS001,97401
1912567827,OR,71287,ORS001,97401
1932892007,OR,71287,ORS001,97401
1770936833,OR,71287,ORS001,97401
1952554503,OR,71287,ORS001,97401
1326460106,OR,71287,ORS004,97401
1326460106,OR,71287,ORS001,97401
1306393533,MI,58594,MIS001,49441
1366547929,MI,58594,MIS001,49441
1447384599,MI,58594,MIS001,49441
1598854887,MI,58594,MIS001,49441
1851023147,MI,58594,MIS001,49441
1376541755,TX,66252,TXS002,78666
1144725565,TX,66252,TXS002,78666
1235872359,TX,66252,TXS002,78666
1841940178,TX,66252,TXS002,78666
1013248053,TX,66252,TXS002,78666
1013362508,TX,66252,TXS002,78666
1295293108,TX,66252,TXS002,78666
1942793112,TX,66252,TXS002,78666
1376541755,TX,66252,TXS001,78666
1144725565,TX,66252,TXS001,78666
1235872359,TX,66252,TXS001,78666
1841940178,TX,66252,TXS001,78666
1013248053,TX,66252,TXS001,78666
1013362508,TX,66252,TXS001,78666
1295293108,TX,66252,TXS001,78666
1942793112,TX,66252,TXS001,78666
1578930954,MI,58594,MIS001,48371
1811764210,MI,58594,MIS001,48371
1255221230,MI,58594,MIS001,48371
1023246600,OR,71287,ORS004,97477
1164593646,OR,71287,ORS004,97477
1265875082,OR,71287,ORS004,97477
1316018898,OR,71287,ORS004,97477
1366858334,OR,71287,ORS004,97477
1578760278,OR,71287,ORS004,97477
1689636284,OR,71287,ORS004,97477
1881807626,OR,71287,ORS004,97477
1972998722,OR,71287,ORS004,97477
1023246600,OR,71287,ORS001,97477
1164593646,OR,71287,ORS001,97477
1265875082,OR,71287,ORS001,97477
1316018898,OR,71287,ORS001,97477
1366858334,OR,71287,ORS001,97477
1578760278,OR,71287,ORS001,97477
1689636284,OR,71287,ORS001,97477
1881807626,OR,71287,ORS001,97477
1972998722,OR,71287,ORS001,97477
1508595885,OR,71287,ORS004,97401
1508595885,OR,71287,ORS001,97401
1225657026,MI,29698,MIS007,49201
1811013972,OR,71287,ORS004,97401
1821185422,OR,71287,ORS004,97401
1811013972,OR,71287,ORS001,97401
1821185422,OR,71287,ORS001,97401
1285659029,MI,58594,MIS001,49420
1093384547,OR,71287,ORS004,97330
1376875740,OR,71287,ORS004,97330
1093384547,OR,71287,ORS001,97330
1376875740,OR,71287,ORS001,97330
1013028612,TX,66252,TXS002,78666
1013911783,TX,66252,TXS002,78666
1053420026,TX,66252,TXS002,78666
1134412653,TX,66252,TXS002,78666
1154325785,TX,66252,TXS002,78666
1245234038,TX,66252,TXS002,78666
1295021616,TX,66252,TXS002,78666
1316262330,TX,66252,TXS002,78666
1669904637,TX,66252,TXS002,78666
1699006304,TX,66252,TXS002,78666
1770585937,TX,66252,TXS002,78666
1811289812,TX,66252,TXS002,78666
1891951356,TX,66252,TXS002,78666
1902240914,TX,66252,TXS002,78666
1902821259,TX,66252,TXS002,78666
1952540700,TX,66252,TXS002,78666
1972823599,TX,66252,TXS002,78666
1013028612,TX,66252,TXS001,78666
1013911783,TX,66252,TXS001,78666
1053420026,TX,66252,TXS001,78666
1134412653,TX,66252,TXS001,78666
1154325785,TX,66252,TXS001,78666
1245234038,TX,66252,TXS001,78666
1295021616,TX,66252,TXS001,78666
1316262330,TX,66252,TXS001,78666
1669904637,TX,66252,TXS001,78666
1699006304,TX,66252,TXS001,78666
1770585937,TX,66252,TXS001,78666
1811289812,TX,66252,TXS001,78666
1891951356,TX,66252,TXS001,78666
1902240914,TX,66252,TXS001,78666
1902821259,TX,66252,TXS001,78666
1952540700,TX,66252,TXS001,78666
1972823599,TX,66252,TXS001,78666
1124371687,MI,58594,MIS001,49456
1093936452,MI,58594,MIS001,49456
1528126521,MI,58594,MIS001,49456
1376771626,MI,58594,MIS001,48624
1023326857,MI,58594,MIS001,49444
1043334527,MI,58594,MIS001,49444
1063930550,MI,58594,MIS001,49444
1104048099,MI,58594,MIS001,49444
1114990447,MI,58594,MIS001,49444
1316504483,MI,58594,MIS001,49444
1386098804,MI,58594,MIS001,49444
1538321955,MI,58594,MIS001,49444
1619368008,MI,58594,MIS001,49444
1689864795,MI,58594,MIS001,49444
1710165030,MI,58594,MIS001,49444
1710479399,MI,58594,MIS001,49444
1811581051,MI,58594,MIS001,49444
1871067819,MI,58594,MIS001,49444
1922047042,MI,58594,MIS001,49444
1114880978,MI,58594,MIS001,49444
1154200541,MI,58594,MIS001,49444
1285680991,MI,58594,MIS001,49444
1316772940,MI,58594,MIS001,49444
1326817313,MI,58594,MIS001,49444
1417586454,MI,58594,MIS001,49444
1699015255,MI,58594,MIS001,49444
1750840542,MI,58594,MIS001,49444
1952045874,MI,58594,MIS001,49444
1891008074,MI,58594,MIS001,49444
1063098572,MI,58594,MIS001,49444
1174268494,MI,58594,MIS001,49444
1225602329,MI,58594,MIS001,49444
1295160836,MI,58594,MIS001,49444
1295319473,MI,58594,MIS001,49444
1295319515,MI,58594,MIS001,49444
1295470623,MI,58594,MIS001,49444
1407591571,MI,58594,MIS001,49444
1427794973,MI,58594,MIS001,49444
1861295685,MI,58594,MIS001,49444
1952165342,MI,58594,MIS001,49444
1679384135,MI,58594,MIS001,49444
1225054356,MI,29698,MIS005,49068
1215610605,OR,71287,ORS004,97401
1215930763,OR,71287,ORS004,97401
1780437871,OR,71287,ORS004,97401
1215610605,OR,71287,ORS001,97401
1215930763,OR,71287,ORS001,97401
1780437871,OR,71287,ORS001,97401
1528414026,OR,71287,ORS004,97403
1871905620,OR,71287,ORS004,97403
1013909878,MI,58594,MIS001,49445
1043698988,MI,58594,MIS001,49445
1043956063,MI,58594,MIS001,49445
1053539007,MI,58594,MIS001,49445
1093023228,MI,58594,MIS001,49445
1093760357,MI,58594,MIS001,49445
1114169570,MI,58594,MIS001,49445
1164153672,MI,58594,MIS001,49445
1174589261,MI,58594,MIS001,49445
1225640345,MI,58594,MIS001,49445
1316939176,MI,58594,MIS001,49445
1417228305,MI,58594,MIS001,49445
1427500842,MI,58594,MIS001,49445
1437711520,MI,58594,MIS001,49445
1548209000,MI,58594,MIS001,49445
1548480197,MI,58594,MIS001,49445
1568419745,MI,58594,MIS001,49445
1568610871,MI,58594,MIS001,49445
1578964300,MI,58594,MIS001,49445
1609361666,MI,58594,MIS001,49445
1619589223,MI,58594,MIS001,49445
1689388415,MI,58594,MIS001,49445
1720110463,MI,58594,MIS001,49445
1780676551,MI,58594,MIS001,49445
1861655029,MI,58594,MIS001,49445
1881474195,MI,58594,MIS001,49445
1891193710,MI,58594,MIS001,49445
1902024714,MI,58594,MIS001,49445
1942561667,MI,58594,MIS001,49445
1942789805,MI,58594,MIS001,49445
1952682858,MI,58594,MIS001,49445
1972275832,MI,58594,MIS001,49445
1528414026,OR,71287,ORS001,97403
1871905620,OR,71287,ORS001,97403
1366640351,OR,71287,ORS004,97402
1942287933,OR,71287,ORS004,97402
1104952910,OR,71287,ORS004,97402
1578188256,OR,71287,ORS004,97402
1982924593,OR,71287,ORS004,97402
1285679878,OR,71287,ORS004,97401
1366640351,OR,71287,ORS001,97402
1942287933,OR,71287,ORS001,97402
1104952910,OR,71287,ORS001,97402
1578188256,OR,71287,ORS001,97402
1982924593,OR,71287,ORS001,97402
1285679878,OR,71287,ORS001,97401
1336532860,OR,71287,ORS004,97403
1235999004,MI,58594,MIS001,49445
1245686161,MI,58594,MIS001,49445
1306250162,MI,58594,MIS001,49445
1811941800,MI,58594,MIS001,49445
1841724192,MI,58594,MIS001,49445
1962181131,MI,58594,MIS001,49445
1962977702,MI,58594,MIS001,49445
1568879906,OR,71287,ORS004,97426
1760961288,OR,71287,ORS004,97426
1831127018,OR,71287,ORS004,97426
1386027746,MI,58594,MIS001,48462
1417971375,MI,58594,MIS001,48462
1841859196,MI,58594,MIS001,48462
1336532860,OR,71287,ORS001,97403
1568879906,OR,71287,ORS001,97426
1760961288,OR,71287,ORS001,97426
1831127018,OR,71287,ORS001,97426
1073928438,OR,71287,ORS004,97477
1356707525,OR,71287,ORS004,97477
1497435630,OR,71287,ORS004,97477
1770031221,OR,71287,ORS004,97477
1952033771,OR,71287,ORS004,97477
1952797508,OR,71287,ORS004,97477
1356863484,MI,29698,MIS007,49201
1548015803,MI,29698,MIS007,49201
1326073198,MI,29698,MIS007,49201
1942959119,OR,71287,ORS004,97477
1609939172,OR,77969,ORS002,97071
1073928438,OR,71287,ORS001,97477
1356707525,OR,71287,ORS001,97477
1497435630,OR,71287,ORS001,97477
1770031221,OR,71287,ORS001,97477
1952033771,OR,71287,ORS001,97477
1952797508,OR,71287,ORS001,97477
1942959119,OR,71287,ORS001,97477
1013258631,MI,29698,MIS007,49201
1437156858,MI,29698,MIS007,49203
1073027009,OR,56707,ORS002,97132
1083860548,OR,56707,ORS002,97132
1144876947,OR,56707,ORS002,97132
1235665522,OR,56707,ORS002,97132
1285934406,OR,56707,ORS002,97132
1548546328,OR,56707,ORS002,97132
1841797990,OR,56707,ORS002,97132
1841581733,OR,77969,ORS002,97381
1437292513,MI,29698,MIS007,49203
1144626953,OR,56707,ORS002,97132
1447688916,OR,56707,ORS002,97132
1649206566,OR,71287,ORS004,97355
1730115551,OR,71287,ORS004,97355
1649206566,OR,71287,ORS001,97355
1730115551,OR,71287,ORS001,97355
1417595653,OR,71287,ORS004,97401
1508751389,OR,71287,ORS004,97401
1710442926,OR,71287,ORS004,97401
1881407088,OR,71287,ORS004,97401
1942037841,OR,71287,ORS004,97401
1417595653,OR,71287,ORS001,97401
1508751389,OR,71287,ORS001,97401
1710442926,OR,71287,ORS001,97401
1881407088,OR,71287,ORS001,97401
1942037841,OR,71287,ORS001,97401
1013527746,OR,71287,ORS004,97477
1174641518,OR,71287,ORS004,97477
1669219739,OR,71287,ORS004,97477
1346330438,MI,58594,MIS001,49456
1013527746,OR,71287,ORS001,97477
1174641518,OR,71287,ORS001,97477
1669219739,OR,71287,ORS001,97477
1508591272,OR,71287,ORS004,97477
1669747341,OR,71287,ORS004,97477
1932942562,OR,71287,ORS004,97477
1508591272,OR,71287,ORS001,97477
1669747341,OR,71287,ORS001,97477
1932942562,OR,71287,ORS001,97477
1942305917,MI,58594,MIS001,49456
1508806761,OR,77969,ORS002,97071
1952377608,OR,77969,ORS002,97071
1093700171,OR,71287,ORS004,97321
1205915691,OR,71287,ORS004,97321
1003793639,OR,77969,ORS002,97071
1114078797,OR,71287,ORS004,97330
1124053186,OR,71287,ORS004,97330
1215190400,OR,71287,ORS004,97330
1265446025,OR,71287,ORS004,97330
1679830772,OR,71287,ORS004,97330
1760429831,OR,71287,ORS004,97330
1952686008,OR,71287,ORS004,97330
1235666538,OR,71287,ORS004,97330
1275017717,OR,71287,ORS004,97330
1396744769,OR,71287,ORS004,97330
1548236904,OR,71287,ORS004,97330
1578507547,OR,71287,ORS004,97330
1912352402,OR,71287,ORS004,97330
1912989575,OR,71287,ORS004,97330
1972867091,OR,71287,ORS004,97330
1992771356,OR,71287,ORS004,97330
1114078797,OR,71287,ORS001,97330
1124053186,OR,71287,ORS001,97330
1215190400,OR,71287,ORS001,97330
1265446025,OR,71287,ORS001,97330
1679830772,OR,71287,ORS001,97330
1760429831,OR,71287,ORS001,97330
1952686008,OR,71287,ORS001,97330
1235666538,OR,71287,ORS001,97330
1275017717,OR,71287,ORS001,97330
1396744769,OR,71287,ORS001,97330
1548236904,OR,71287,ORS001,97330
1578507547,OR,71287,ORS001,97330
1912352402,OR,71287,ORS001,97330
1912989575,OR,71287,ORS001,97330
1972867091,OR,71287,ORS001,97330
1992771356,OR,71287,ORS001,97330
1093700171,OR,71287,ORS001,97321
1205915691,OR,71287,ORS001,97321
1184157810,OR,71287,ORS004,97330
1376734426,OR,71287,ORS004,97330
1801079165,OR,71287,ORS004,97330
1184157810,OR,71287,ORS001,97330
1376734426,OR,71287,ORS001,97330
1801079165,OR,71287,ORS001,97330
1578987665,TX,66252,TXS002,78666
1023643285,MI,58594,MIS001,49456
1033204870,MI,58594,MIS001,49456
1043080716,MI,58594,MIS001,49456
1043822356,MI,58594,MIS001,49456
1043972698,MI,58594,MIS001,49456
1235125386,MI,58594,MIS001,49456
1245609452,MI,58594,MIS001,49456
1306982079,MI,58594,MIS001,49456
1407225865,MI,58594,MIS001,49456
1609102151,MI,58594,MIS001,49456
1609488311,MI,58594,MIS001,49456
1619458577,MI,58594,MIS001,49456
1669031456,MI,58594,MIS001,49456
1689220519,MI,58594,MIS001,49456
1710071360,MI,58594,MIS001,49456
1851486211,MI,58594,MIS001,49456
1881241032,MI,58594,MIS001,49456
1891898763,MI,58594,MIS001,49456
1952077489,MI,58594,MIS001,49456
1982958427,MI,58594,MIS001,49456
1932850955,MI,58594,MIS001,49456
1043095201,MI,58594,MIS001,49456
1063470490,MI,58594,MIS001,49456
1104600766,MI,58594,MIS001,49456
1245947761,MI,58594,MIS001,49456
1265783328,MI,58594,MIS001,49456
1417915604,MI,58594,MIS001,49456
1477071777,MI,58594,MIS001,49456
1548937105,MI,58594,MIS001,49456
1730332412,MI,58594,MIS001,49456
1780115360,MI,58594,MIS001,49456
1851175517,MI,58594,MIS001,49456
1861616427,MI,58594,MIS001,49456
1578987665,TX,66252,TXS001,78666
1962904755,MI,58594,MIS001,49456
1831318468,MI,58594,MIS001,49456
1225917909,MI,58594,MIS001,49456
1578930129,MI,58594,MIS001,49456
1659505527,MI,58594,MIS001,49456
1861226037,MI,58594,MIS001,49456
1881574804,MI,58594,MIS001,49456
1811287329,OR,71287,ORS004,97322
1568352805,OR,71287,ORS004,97322
1265534804,MI,29698,MIS007,49203
1811287329,OR,71287,ORS001,97322
1568352805,OR,71287,ORS001,97322
1639823560,MI,29698,MIS007,49203
1023791431,MI,29698,MIS007,49230
1922661313,MI,29698,MIS007,49230
1164994976,MI,58594,MIS001,49412
1174752281,MI,58594,MIS001,49412
1225415151,MI,58594,MIS001,49412
1275237810,MI,58594,MIS001,49412
1356800924,MI,58594,MIS001,49412
1558712240,MI,58594,MIS001,49412
1689298333,MI,58594,MIS001,49412
1710797980,MI,58594,MIS001,49412
1750789715,MI,58594,MIS001,49412
1821040106,MI,58594,MIS001,49412
1821216607,MI,58594,MIS001,49412
1841864451,MI,58594,MIS001,49412
1033642095,MI,58594,MIS001,49412
1043173222,MI,58594,MIS001,49412
1184481566,MI,58594,MIS001,49412
1205377504,MI,58594,MIS001,49412
1548851694,MI,58594,MIS001,49412
1740700236,MI,58594,MIS001,49412
1851134951,MI,58594,MIS001,49412
1871304477,MI,58594,MIS001,49412
1912972258,OR,71287,ORS004,97404
1215485982,OR,71287,ORS004,97404
1366271041,OR,71287,ORS004,97404
1659916690,OR,71287,ORS004,97404
1912972258,OR,71287,ORS001,97404
1215485982,OR,71287,ORS001,97404
1366271041,OR,71287,ORS001,97404
1659916690,OR,71287,ORS001,97404
1861657975,OR,71287,ORS004,97403
1053884791,OR,71287,ORS004,97404
1356082309,OR,71287,ORS004,97404
1497026272,OR,71287,ORS004,97404
1952144156,OR,71287,ORS004,97404
1861657975,OR,71287,ORS001,97403
1053884791,OR,71287,ORS001,97404
1356082309,OR,71287,ORS001,97404
1497026272,OR,71287,ORS001,97404
1952144156,OR,71287,ORS001,97404
1720701188,MI,58594,MIS001,48455
1306818117,MI,29698,MIS005,49015
1003565904,OR,71287,ORS004,97322
1003565904,OR,71287,ORS001,97322
1700241056,OR,71287,ORS004,97321
1821548728,OR,71287,ORS004,97321
1700241056,OR,71287,ORS001,97321
1821548728,OR,71287,ORS001,97321
1205307881,OR,71287,ORS004,97405
1205862505,OR,71287,ORS004,97405
1407166903,OR,71287,ORS004,97405
1275728396,OR,71287,ORS004,97401
1538122403,OR,71287,ORS004,97401
1205307881,OR,71287,ORS001,97405
1205862505,OR,71287,ORS001,97405
1407166903,OR,71287,ORS001,97405
1275728396,OR,71287,ORS001,97401
1538122403,OR,71287,ORS001,97401
1093218810,MI,29698,MIS003,49423
1164802351,MI,29698,MIS003,49423
1437528544,MI,29698,MIS003,49423
1447702212,MI,29698,MIS003,49423
1497137947,MI,29698,MIS003,49423
1952669152,MI,29698,MIS003,49423
1972083350,MI,29698,MIS003,49423
1629482559,OR,71287,ORS004,97401
1629482559,OR,71287,ORS001,97401
1093542235,MI,29698,MIS003,49423
1194126300,MI,29698,MIS003,49423
1225654981,MI,29698,MIS003,49423
1235510942,MI,29698,MIS003,49423
1275843211,MI,29698,MIS003,49423
1336824366,MI,29698,MIS003,49423
1346741097,MI,29698,MIS003,49423
1437732104,MI,29698,MIS003,49423
1447124045,MI,29698,MIS003,49423
1487105193,MI,29698,MIS003,49423
1578719282,MI,29698,MIS003,49423
1851896377,MI,29698,MIS003,49423
1447264635,MI,29698,MIS007,49203
1639845688,MI,29698,MIS007,49203
1013900901,MI,29698,MIS007,49203
1295378925,MI,29698,MIS007,49203
1477264760,MI,29698,MIS007,49203
1518544394,MI,29698,MIS007,49203
1780449207,MI,29698,MIS007,49203
1841646387,MI,29698,MIS007,49203
1902899974,MI,29698,MIS007,49203
1922721414,MI,29698,MIS007,49203
1922730621,MI,29698,MIS007,49203
1831346022,OR,71287,ORS004,97426
1831346022,OR,71287,ORS001,97426
1083301998,OR,71287,ORS004,97355
1205603644,OR,71287,ORS004,97355
1336903954,OR,71287,ORS004,97355
1376935270,OR,71287,ORS004,97355
1396320396,OR,71287,ORS004,97355
1699366740,OR,71287,ORS004,97355
1902275639,OR,71287,ORS004,97355
1083301998,OR,71287,ORS001,97355
1205603644,OR,71287,ORS001,97355
1336903954,OR,71287,ORS001,97355
1376935270,OR,71287,ORS001,97355
1396320396,OR,71287,ORS001,97355
1699366740,OR,71287,ORS001,97355
1902275639,OR,71287,ORS001,97355
1023817392,MI,29698,MIS005,49017
1104546142,MI,29698,MIS005,49017
1194389312,MI,29698,MIS005,49017
1235712944,MI,29698,MIS005,49017
1295351773,MI,29698,MIS005,49017
1306566930,MI,29698,MIS005,49017
1316739873,MI,29698,MIS005,49017
1356800924,MI,29698,MIS005,49017
1417820762,MI,29698,MIS005,49017
1427447192,MI,29698,MIS005,49017
1427872308,MI,29698,MIS005,49017
1467760546,MI,29698,MIS005,49017
1487752440,MI,29698,MIS005,49017
1538044292,MI,29698,MIS005,49017
1538185095,MI,29698,MIS005,49017
1598384380,MI,29698,MIS005,49017
1619730017,MI,29698,MIS005,49017
1720608193,MI,29698,MIS005,49017
1770464554,MI,29698,MIS005,49017
1891815411,MI,29698,MIS005,49017
1932932589,MI,29698,MIS005,49017
1942920855,MI,29698,MIS005,49017
1982346953,MI,29698,MIS005,49017
1952755357,MI,29698,MIS005,49017
1033287057,OR,71287,ORS004,97330
1154075323,OR,71287,ORS004,97330
1245604974,OR,71287,ORS004,97330
1487906624,OR,71287,ORS004,97330
1518330950,OR,71287,ORS004,97330
1528784766,OR,71287,ORS004,97330
1538337977,OR,71287,ORS004,97330
1609964931,OR,71287,ORS004,97330
1639572316,OR,71287,ORS004,97330
1649775115,OR,71287,ORS004,97330
1780428789,OR,71287,ORS004,97330
1912684754,OR,71287,ORS004,97330
1417595653,OR,71287,ORS004,97355
1033287057,OR,71287,ORS001,97330
1154075323,OR,71287,ORS001,97330
1245604974,OR,71287,ORS001,97330
1487906624,OR,71287,ORS001,97330
1518330950,OR,71287,ORS001,97330
1528784766,OR,71287,ORS001,97330
1538337977,OR,71287,ORS001,97330
1609964931,OR,71287,ORS001,97330
1639572316,OR,71287,ORS001,97330
1649775115,OR,71287,ORS001,97330
1780428789,OR,71287,ORS001,97330
1912684754,OR,71287,ORS001,97330
1417595653,OR,71287,ORS001,97355
1760002141,OR,71287,ORS004,97408
1447679444,MI,29698,MIS005,49015
1760002141,OR,71287,ORS001,97408
1407225865,MI,58594,MIS001,49442
1669031456,MI,58594,MIS001,49442
1689220519,MI,58594,MIS001,49442
1184647216,MI,58594,MIS001,48471
1174227078,OR,71287,ORS004,97383
1295151686,OR,71287,ORS004,97383
1578981379,OR,71287,ORS004,97383
1174227078,OR,71287,ORS001,97383
1295151686,OR,71287,ORS001,97383
1578981379,OR,71287,ORS001,97383
1497209928,OR,71287,ORS004,97333
1497209928,OR,71287,ORS001,97333
1053393819,MI,29698,MIS005,49015
1104176460,MI,29698,MIS005,49015
1174533228,MI,29698,MIS005,49015
1396788543,MI,29698,MIS005,49015
1518386846,MI,29698,MIS005,49015
1659380939,MI,29698,MIS005,49015
1669228466,MI,29698,MIS005,49015
1861402836,MI,29698,MIS005,49015
1902865116,MI,29698,MIS005,49015
1922202258,MI,29698,MIS005,49015
1962512699,MI,29698,MIS005,49015
1962760595,MI,29698,MIS005,49015
1518396381,MI,29698,MIS007,49201
1043071608,MI,29698,MIS005,49015
1609691989,MI,29698,MIS005,49015
1851478713,MI,29698,MIS005,49015
1861971145,MI,58594,MIS001,49441
1083091029,OR,71287,ORS004,97383
1265307268,OR,71287,ORS004,97383
1285090779,OR,71287,ORS004,97383
1306230925,OR,71287,ORS004,97333
1487493623,OR,71287,ORS004,97321
1740776038,OR,71287,ORS004,97321
1194007674,MI,58594,MIS001,48624
1245847870,MI,58594,MIS001,48624
1386013142,MI,58594,MIS001,48624
1932949708,MI,58594,MIS001,48624
